target_desc	target_id
duck, breast, flesh only, raw	1037
duck, flesh and skin, raw	6
duck, flesh only, raw	7
liver, duck, raw	1045
eel, raw	353
eel, smoked	354
frog legs, frozen	909
frog legs, raw	80200
garfish, raw	82
hake, raw	897
hare, raw	69
lake trout, raw	933
lemon sole, raw	483
lobster, boiled	914
lobster, canned	84
lobster, raw	83
lump, lumpsucker, raw	900
lump, lumpsucker, smoked	901
mackerel, filet, in natural juices, canned	176
mackerel, in tomato sauce, canned	178
mackerel, raw	175
mackerel, smoked	177
mussel, raw	187
mussels, boiled	1229
mussels, in water, canned	188
norway haddock, fillet, raw	894
norway lobster, raw	873
norway pout, flesh, raw	892
oil, palm	1098
palm kernel oil	858
vegetable oil, palm kernel	4513
oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter	4656
oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter	4657
oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product	4658
oil, industrial, palm kernel (hydrogenated), used for whipped toppings, non-dairy	4660
oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)	4662
oil, industrial, palm kernel (hydrogenated), filling fat	4663
oyster, raw	352
persimmon, kaki fruit, raw	634
pikeperch, raw	931
plaice, fillet, battered, deepfried	586
plaice, fillet, breaded, dybfrost	902
plaice, raw	236
ptarmigan, flesh, raw	1040
redfish, ocean perch, raw	879
salsify, black, raw	518
seal meat, loin, raw	1171
seaweed, agar	1050
seaweed, konbu, dried (kelp)	1049
snail, edible, raw	602
mollusks, snail, raw	90560
sole, raw	300
spotted catfish, fillet, raw	878
cracker barrel, farm raised catfish platter	36606
thistle oil	1286
tuna, in oil, canned	319
tuna, in tomato sauce, canned	320
tuna, in water, canned	318
tuna, raw	321
fish, tuna, light, canned in oil, drained solids	15119
fish, tuna, light, canned in water, drained solids	15121
fish, tuna salad	15128
fish, tuna, light, canned in oil, without salt, drained solids	15183
fish, tuna, light, canned in water, without salt, drained solids	15184
walnut oil	861
walnuts	198
oil, walnut	4528
whale meat, raw	1170
dove, cooked (includes squab)	43287
mollusks, conch, baked or broiled	15250
wine, red	237
wine, red, rose, non-alcoholic	1085
wine, rose	1075
wine, white, average values	1419
wine, white, dry	93
wine, white, medium	91
wine, white, non-alcoholic	1086
wine, white, rhine wine	1063
wine, white, sparkling, champagne	1064
wine, white, sweet	92
alcoholic beverage, wine, dessert, sweet	14057
alcoholic beverage, wine, table, all	14084
alcoholic beverage, wine, table, red	14096
alcoholic beverage, wine, table, red, cabernet sauvignon	14097
alcoholic beverage, wine, table, red, cabernet franc	14098
alcoholic beverage, wine, table, red, pinot noir	14099
alcoholic beverage, wine, table, red, syrah	14100
alcoholic beverage, wine, table, red, barbera	14101
alcoholic beverage, wine, table, red, zinfandel	14102
alcoholic beverage, wine, table, red, petite sirah	14103
alcoholic beverage, wine, table, red, claret	14105
alcoholic beverage, wine, table, white	14106
alcoholic beverage, wine, table, red, lemberger	14107
alcoholic beverage, wine, table, red, sangiovese	14108
alcoholic beverage, wine, table, red, carignane	14109
alcoholic beverage, wine, table, white, pinot gris (grigio)	14113
alcoholic beverage, wine, table, white, chenin blanc	14116
alcoholic beverage, wine, table, white, fume blanc	14117
alcoholic beverage, wine, table, white, muller thurgau	14120
alcoholic beverage, wine, table, white, gewurztraminer	14124
alcoholic beverage, wine, table, white, late harvest, gewurztraminer	14125
alcoholic beverage, wine, table, white, semillon	14126
alcoholic beverage, wine, table, white, riesling	14132
alcoholic beverage, wine, table, white, sauvignon blanc	14134
alcoholic beverage, wine, table, white, late harvest	14135
alcoholic beverage, wine, table, white, pinot blanc	14138
alcoholic beverage, wine, table, white, muscat	14140
alcoholic beverage, wine, table, red, burgundy	14152
alcoholic beverage, wine, table, red, gamay	14158
alcoholic beverage, wine, table, red, mouvedre	14159
alcoholic beverage, wine, table, white, chardonnay	14160
alcoholic beverage, wine, dessert, dry	14536
wine, non-alcoholic	14553
alcoholic beverage, wine, table, red, merlot	14602
alcoholic beverage, wine, cooking	43154
alcoholic beverage, wine, light	43155
liqueur, advocaat	413
liqueur, average values	1069
liqueur, brown cocoa	1070
liqueur, cherry brandy	414
liqueur, coffee	1071
liqueur, coffee with cream	1072
liqueur, creme de menthe	1073
liqueur, curacao	415
alcoholic beverage, creme de menthe, 72 proof	14034
alcoholic beverage, liqueur, coffee, 53 proof	14414
alcoholic beverage, liqueur, coffee with cream, 34 proof	14415
alcoholic beverage, liqueur, coffee, 63 proof	14534
cheese, blue and white mould, 70 % fidm.	766
cheese, brie, 45 % fidm.	758
cheese, brie, 50 % fidm.	252
cheese, brie, 60 % fidm.	759
cheese, camembert, 30 % fidm.	814
cheese, camembert, 45 % fidm.	369
cheese, camembert, 50 % fidm.	253
cheese, cottage, 20 % fidm.	260
cheese, cream, 60 % fidm.	368
cheese, cream, 70 % fidm.	364
cheese, danish blue, 50 % fidm.	754
cheese, danish blue, 60 % fidm.	755
cheese, firm, 10 % fidm.	813
cheese, firm, 20 % fidm., all varieties	255
cheese, firm, 30 % fidm., all varieties	256
cheese, firm, 40 % fidm., all varieties	257
cheese, firm, 45 % fidm., all varieties	258
cheese, firm, danbo, 20 % fidm.	776
cheese, firm, danbo, 30 % fidm.	775
cheese, firm, danbo, 45 % fidm.	769
cheese, firm, elbo, 40 % fidm.	773
cheese, firm, fynbo, 45 % fidm.	768
cheese, firm, maribo, 30 % fidm.	777
cheese, firm, maribo, 45 % fidm.	771
cheese, firm, mynster, 50 % fidm.	770
cheese, firm, samsoe, 30 % fidm.	774
cheese, firm, samsoe, 45 % fidm.	767
cheese, firm, svenbo, 45 % fidm.	772
cheese, hard, cheddar, danish	522
cheese, hard, chesire, 50 % fidm.	763
cheese, hard, emmentaler, 45 % fidm.	764
cheese, hard, grana, 32 % fidm.	756
cheese, hard, gruyere, 45 % fidm.	761
cheese, hard, hingino, 32 % fidm.	762
cheese, hard, parmesan, 32 % fidm.	259
cheese, hard, parmesan, grated	365
cheese, mycella blue, 50 % fidm.	757
cheese, processed, 20 % fidm.	1557
cheese, processed, 30 % fidm.	760
cheese, processed, 45 % fidm.	265
cheese, quarg, 45 % fidm.	765
cheese, quarg, 45 % fidm., with vanilla	867
cheese, quarg, 5 % fidm.	261
cheese, roquefort, danish, 50 % fidm.	254
cheese, semihard, esrom, 45 % fidm.	783
cheese, semihard, esrom, 60 % fidm.	782
cheese, semihard, feta, 40 % fidm	363
cheese, semihard, feta, 50 % fidm	787
cheese, semihard, fontina, 45 % fidm.	784
cheese, semihard, fontina, 50 % fidm.	788
cheese, semihard, havarti, 30 % fidm.	781
cheese, semihard, havarti, 45 % fidm.	780
cheese, semihard, havarti, 60 % fidm.	779
cheese, semihard, mozzarella, 30 % fidm.	786
cheese, semihard, mozzarella, 45 % fidm.	785
cheese, semihard, st. paulin, 50 % fidm.	789
cheese, unripened, smoked, 40 % fidm.	264
cheese, unripened, smoked, 5 % fidm.	263
junket	325
quark with fruit	1300
cheese, blue	1004
cheese, brick	1005
cheese, brie	1006
cheese, camembert	1007
cheese, caraway	1008
cheese, cheddar	1009
cheese, cheshire	1010
cheese, colby	1011
cheese, cottage, creamed, large or small curd	1012
cheese, cottage, creamed, with fruit	1013
cheese, cottage, nonfat, uncreamed, dry, large or small curd	1014
cheese, cottage, lowfat, 2% milkfat	1015
cheese, cottage, lowfat, 1% milkfat	1016
cheese, cream	1017
cheese, edam	1018
cheese, feta	1019
cheese, fontina	1020
cheese, gjetost	1021
cheese, gouda	1022
cheese, gruyere	1023
cheese, limburger	1024
cheese, monterey	1025
cheese, mozzarella, whole milk	1026
cheese, mozzarella, whole milk, low moisture	1027
cheese, mozzarella, part skim milk	1028
cheese, mozzarella, part skim milk, low moisture	1029
cheese, muenster	1030
cheese, neufchatel	1031
cheese, parmesan, grated	1032
cheese, parmesan, hard	1033
cheese, port de salut	1034
cheese, provolone	1035
cheese, ricotta, whole milk	1036
cheese, ricotta, part skim milk	1037
cheese, romano	1038
cheese, roquefort	1039
cheese, swiss	1040
cheese, tilsit	1041
cheese, pasteurized process, american, fortified with vitamin d	1042
cheese, pasteurized process, pimento	1043
cheese, pasteurized process, swiss	1044
cheese, parmesan, shredded	1146
cheese, goat, hard type	1156
cheese, goat, semisoft type	1157
cheese, goat, soft type	1159
cheese, mexican, queso anejo	1165
cheese, mexican, queso asadero	1166
cheese, mexican, queso chihuahua	1167
cheese, low fat, cheddar or colby	1168
cheese, low-sodium, cheddar or colby	1169
usda commodity, cheese, cheddar, reduced fat	1182
cheese, cream, fat free	1186
cheese, parmesan, dry grated, reduced fat	1204
cheese, provolone, reduced fat	1208
cheese, mexican, blend, reduced fat	1209
cheese, dry white, queso seco	1227
cheese, fresh, queso fresco	1228
cheese, white, queso blanco	1229
cheese, mexican blend	1251
cheese, pasteurized process, american, without added vitamin d	1253
cheese, monterey, low fat	42155
cheese, pasteurized process, cheddar or american, fat-free	42205
cheese, cottage, lowfat, 1% milkfat, lactose reduced	42235
cheese, muenster, low fat	42303
cheese, mozzarella, nonfat	42304
cheese, cottage, with vegetables	43273
cheese, cream, low fat	43274
cheese, pasteurized process, american, low fat	43275
cheese, parmesan, low sodium	43340
cheese, cottage, lowfat, 1% milkfat, no sodium added	43352
cheese, pasteurized process, swiss, low fat	43379
cheese, cottage, lowfat, 1% milkfat, with vegetables	43396
cheese, pasteurized process, cheddar or american, low sodium	43398
cheese, swiss, low sodium	43405
cheese, swiss, low fat	43589
cheese, mozzarella, low sodium	43597
milk, partly skimmed, konventional (not organic), 1.5 % fat	170
milk, partly skimmed, organic, 1.5 % fat	1473
milk, skimmed	251
milk, skimmed, 0.5 % fat	1560
milk, skimmed, organic	1474
milk, whole, 3.5, (uht), % fat	753
milk, whole, konventional (not organic), 3.5 % fat	156
milk, whole, organic, 3.5 % fat	1411
milk, filled, fluid, with blend of hydrogenated vegetable oils	1059
milk, filled, fluid, with lauric acid oil	1060
milk, whole, 3.25% milkfat, with added vitamin d	1077
milk, producer, fluid, 3.7% milkfat	1078
milk, reduced fat, fluid, 2% milkfat, with added vitamin a and vitamin d	1079
milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin a and vitamin d	1080
milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin a and vitamin d	1081
milk, lowfat, fluid, 1% milkfat, with added vitamin a and vitamin d	1082
milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin a and vitamin d	1083
milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin a and vitamin d	1084
milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)	1085
milk, nonfat, fluid, with added nonfat milk solids, vitamin a and vitamin d (fat free or skim)	1086
milk, nonfat, fluid, protein fortified, with added vitamin a and vitamin d (fat free and skim)	1087
milk, low sodium, fluid	1089
milk, nonfat, fluid, without added vitamin a and vitamin d (fat free or skim)	1151
milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin a	1152
milk, reduced fat, fluid, 2% milkfat, without added vitamin a and vitamin d	1174
milk, fluid, 1% fat, without added vitamin a and vitamin d	1175
milk, whole, 3.25% milkfat, without added vitamin a and vitamin d	1211
milk, fluid, nonfat, calcium fortified (fat free or skim)	42290
egg, chicken, white, dried	1031
egg, chicken, white, raw	341
egg, chicken, whole, dried	1032
egg, chicken, whole, raw	340
egg, chicken, yolk, dried	1030
egg, chicken, yolk, raw	339
egg, duck, whole, raw	1033
egg, goose, whole, raw	1034
egg, hen, white, pasteurized, frozen	592
egg, hen, whole, boiled, frozen	593
egg, hen, whole, pasteurized, frozen	589
egg, hen, yolk, salted, pasteurized, frozen	590
egg, hen, yolk, sugar added, pasteurized, frozen	591
egg, whole, raw, fresh	1123
egg, white, raw, fresh	1124
egg, yolk, raw, fresh	1125
egg, yolk, raw, frozen	1126
egg, yolk, raw, frozen, sugared	1127
egg, whole, cooked, fried	1128
egg, whole, cooked, hard-boiled	1129
egg, whole, cooked, omelet	1130
egg, whole, cooked, poached	1131
egg, whole, cooked, scrambled	1132
egg, whole, dried	1133
egg, whole, dried, stabilized, glucose reduced	1134
egg, white, dried, flakes, glucose reduced	1135
egg, white, dried, powder, glucose reduced	1136
egg, yolk, dried	1137
egg, duck, whole, fresh, raw	1138
egg, goose, whole, fresh, raw	1139
egg, quail, whole, fresh, raw	1140
egg, turkey, whole, fresh, raw	1141
egg, yolk, raw, frozen, salted	1160
egg, whole, raw, frozen	1171
egg, white, raw, frozen	1172
egg, white, dried	1173
egg mix, usda commodity	1210
egg, whole, raw, frozen, salted	1255
